"Numéro de mesure";"Longitude";"Latitude";"Position";"Insee";"Adresse";"Complément";"Code postal";"Commune";"Date de mesure";"Mesure réalisée";"Rapport";"Conformité de la mesure";"Niveau global";"Type d'environnement";"laboratoire";"DECT (Téléphone domestique)";"Radiodiffusion sonore (FM – RNT)";"Services HF";"PMR (Réseaux radio mobile professionnels)";"PMR - balises";"Radars - balises - FH";"Radar - BLR (Wimax)- FH";"TV";"Réseaux locaux radioélectriques ou Wifi";"TM 700 (Téléphonie Mobile en 700 MHz)_mesuré";"TM 700 (Téléphonie Mobile en 700 MHz)_extrapolé";"TM 800_mesuré";"TM 800_extrapolé";"TM 900_mesuré";"TM 900_extrapolé";"TM 1800_mesuré";"TM 1800_extrapolé";"TM 2100_mesuré";"TM 2100_extrapolé";"TM 2600_mesuré";"TM 2600_extrapolé";"TM 3600_mesuré";"TM 3600_extrapolé";"Cumul_CasB";"Cumul_CasB_TM";"Ratio_Ecart_CasA_CasB_%"
"7548";"-1,666111";"48,099167";"48°5'57.001N 1°39'58.000W";"35238";"Rue de Riaval";"Appartement 3e étage, dans la cuisine";"35000";"RENNES";"07/10/2005";"En intérieur";"FicheMesure7548.pdf";"Oui";"0,57";"Lieu d'habitation";"BUREAU VERITAS - Région Ouest - Saint-Herblain";"";"";"0,1";"";"";"";"";"";"";"";"";"";"";"";"0,09";"";"0,12";"";"1,44";"";"";"";"";"0,1";"";"82,456"
"7549";"-1,665556";"48,099167";"48°5'57.001N 1°39'56.002W";"35238";"Rue Roger Marvaise";"A l'étage, dans la chambre Nord";"35000";"RENNES";"07/10/2005";"En intérieur";"FicheMesure7549.pdf";"Oui";"0,27";"Lieu d'habitation";"BUREAU VERITAS - Région Ouest - Saint-Herblain";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,74";"";"";"";"";"";"";""
"7552";"-2,226111";"47,284722";"47°17'4.999N 2°13'34.000W";"44184";"Rue de la Berthauderie";"Dans la cour, côté Nord";"44600";"SAINT NAZAIRE";"27/10/2005";"En extérieur";"FicheMesure7552.pdf";"Oui";"0,35";"Rue / Route / Parking";"BUREAU VERITAS - Région Ouest - Saint-Herblain";"";"";"0,06";"";"";"";"";"";"";"";"";"";"";"";"0,38";"";"0,16";"";"0,99";"";"";"";"";"0,06";"";"82,857"
"7561";"-2,730278";"48,540278";"48°32'25.001N 2°43'49.001W";"22187";"Rue de l'Eglise";"Environnement extérieur de l'église";"22190";"PLERIN";"18/01/2006";"En extérieur";"FicheMesure7561.pdf";"Oui";"0,48";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"0,06";"";"";"";"";"";"";"";"";"";"";"";"";"1,02";"";"";"";"";"";"";"";"";"0,06";"";"87,5"
"7562";"-2,730278";"48,540278";"48°32'25.001N 2°43'49.001W";"22187";"Rue De l'Eglise";"Ecole Primaire Jean Leduger";"22190";"PLERIN";"18/01/2006";"En extérieur";"FicheMesure7562.pdf";"Oui";"0,26";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,7";"";"";"";"";"";"";"";"";"";"";""
"7566";"-1,556111";"48,129444";"48°7'45.998N 1°33'22.000W";"35001";"La Lande Bazin";"Pavillon de Mme et M. Thouanel";"35690";"ACIGNE";"19/01/2006";"En intérieur";"FicheMesure7566.pdf";"Oui";"0,47";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"";"0,13";"";"";"";"";"";"";"";"";"";"";"";"0,7";"";"0,39";"";"0,25";"";"";"";"";"0,13";"";"72,34"
"7567";"-1,556111";"48,129444";"48°7'45.998N 1°33'22.000W";"35001";"La Lande Bazin";"Pavillon de Mme et M. Thouanel";"35690";"ACIGNE";"19/01/2006";"En intérieur";"FicheMesure7567.pdf";"Oui";"0,38";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"";"0,12";"";"";"";"";"0,06";"";"";"";"";"";"";"0,11";"";"0,1";"";"0,1";"";"";"";"";"0,134";"";"64,694"
"7568";"-1,556111";"48,129444";"48°7'45.998N 1°33'22.000W";"35001";"La Lande Bazin";"Pavillon de Mme et M. Thouanel";"35690";"ACIGNE";"19/01/2006";"En intérieur";"FicheMesure7568.pdf";"Oui";"0,31";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"";"0,1";"";"";"";"";"";"";"";"";"";"";"";"0,3";"";"0,14";"";"0,08";"";"";"";"";"0,1";"";"67,742"
"7594";"-1,574444";"47,224722";"47°13'28.999N 1°34'27.998W";"44109";"Boulevard Gaston Serpette";"Direction Départementale de l'Equipement (DDE)";"44036";"NANTES";"17/01/2006";"En intérieur";"FicheMesure7594.pdf";"Oui";"0,3";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"";"";"";"";"";"";"0,14";"";"";"";"";"";"";"0,47";"";"0,28";"";"";"";"";"";"";"0,14";"";"53,333"
"7595";"-1,574444";"47,224722";"47°13'28.999N 1°34'27.998W";"44109";"Boulevard Gaston Serpette";"Direction Départementale de l'Equipement (DDE)";"44000";"NANTES";"17/01/2006";"En intérieur";"FicheMesure7595.pdf";"Oui";"0,25";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,3";"";"0,08";"";"";"";"";"";"";"";"";""
"7596";"-1,574444";"47,224722";"47°13'28.999N 1°34'27.998W";"44109";"Boulevard Gaston Serpette";"Direction Départementale de l'Equipement (DDE)";"44000";"NANTES";"17/01/2006";"En intérieur";"FicheMesure7596.pdf";"Oui";"0,5";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,53";"";"0,77";"";"";"";"";"";"";"";"";""
"7602";"-0,495556";"47,375833";"47°22'32.999N 0°29'44.002W";"49308";"Bel Air";"Complexe sportif municipal";"49610";"SAINT MELAINE SUR AUBANCE";"16/01/2006";"En extérieur";"FicheMesure7602.pdf";"Oui";"0,44";"Divers";"APAVE Parisienne - Paris 17";"";"";"0,07";"";"";"";"";"";"";"";"";"";"";"";"0,91";"";"";"";"";"";"";"";"";"0,07";"";"84,091"
"7603";"-0,495556";"47,375833";"47°22'32.999N 0°29'44.002W";"49308";"Bel Air";"Complexe sportif municipal";"49610";"SAINT MELAINE SUR AUBANCE";"16/01/2006";"En extérieur";"FicheMesure7603.pdf";"Oui";"0,57";"Divers";"APAVE Parisienne - Paris 17";"";"";"0,09";"";"";"";"";"";"";"";"";"";"";"";"0,76";"";"";"";"0,12";"";"";"";"";"0,09";"";"84,211"
"7604";"-0,495833";"47,375278";"47°22'31.001N 0°29'44.999W";"49308";"Bel Air";"Complexe sportif municipal";"49610";"SAINT MELAINE SUR AUBANCE";"16/01/2006";"En extérieur";"FicheMesure7604.pdf";"Oui";"0,83";"Divers";"APAVE Parisienne - Paris 17";"";"";"0,09";"";"";"";"";"";"";"";"";"";"";"";"0,89";"";"";"";"0,08";"";"";"";"";"0,09";"";"89,157"
"7625";"-1,703333";"48,1175";"48°7'3.000N 1°42'11.999W";"35238";"Avenue du Professeur Léon Bernard";"Campus Santé - Bât 5 - 4ème étage - salle 422";"35000";"RENNES";"17/01/2006";"En intérieur";"FicheMesure7625.pdf";"Oui";"1,65";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"";"0,07";"";"0,1";"";"";"";"";"";"";"";"";"";"1,92";"";"2,04";"";"0,26";"";"";"";"";"0,122";"";"92,602"
"7642";"-1,641389";"48,118889";"48°7'8.000N 1°38'29.000W";"35238";"Avenue du Général Leclerc";"Campus Beaulieu - Bât 24-25 - Terrasse";"35000";"RENNES";"17/01/2006";"En extérieur";"FicheMesure7642.pdf";"Oui";"0,64";"Divers";"APAVE Parisienne - Paris 17";"";"0,32";"0,26";"";"0,14";"";"";"0,09";"";"";"";"";"";"";"0,26";"";"0,34";"";"0,23";"";"";"";"";"0,445";"";"30,526"
"7643";"-1,664722";"48,123056";"48°7'23.002N 1°39'52.999W";"35238";"Rue François Lanno";"Chez M. & Mme Gréau";"35200";"RENNES";"16/01/2006";"En intérieur";"FicheMesure7643.pdf";"Oui";"0";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"";"0,09";"";"";"";"";"";"";"";"";"";"";"";"0,21";"";"0,24";"";"";"";"";"";"";"0,09";"";""
"7798";"-4,094444";"47,992778";"47°59'34.001N 4°5'39.998W";"29232";"Rue Du Coteau du Frugy";"Chez M. Le Moing";"29000";"QUIMPER";"06/02/2006";"En intérieur";"FicheMesure7798.pdf";"Oui";"0,93";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"0,15";"";"";"";"";"";"";"";"";"";"";"";"";"0,11";"";"1,13";"";"";"";"";"";"";"0,15";"";"83,871"
"7799";"-4,094444";"47,992778";"47°59'34.001N 4°5'39.998W";"29232";"Rue Du Coteau du Frugy";"Chez M. Le Moing";"29000";"QUIMPER";"06/02/2006";"En intérieur";"FicheMesure7799.pdf";"Oui";"0,62";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"0,08";"0,12";"";"";"";"";"";"";"";"";"";"";"";"";"0,1";"";"0,81";"";"";"";"";"";"";"0,144";"";"76,738"
"7800";"-4,094444";"47,992778";"47°59'34.001N 4°5'39.998W";"29232";"Rue Du Coteau du Frugy";"Chez M. Le Moing";"29000";"QUIMPER";"06/02/2006";"En extérieur";"FicheMesure7800.pdf";"Oui";"0,86";"Divers";"APAVE Parisienne - Paris 17";"";"0,14";"";"";"";"";"";"";"";"";"";"";"";"";"0,19";"";"1,05";"";"";"";"";"";"";"0,14";"";"83,721"
"7834";"-1,631667";"47,228333";"47°13'41.999N 1°37'54.001W";"44162";"Rue des Cochardières";"Hôtel Atlantis";"44800";"SAINT HERBLAIN";"07/02/2006";"En intérieur";"FicheMesure7834.pdf";"Oui";"0,26";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"0,06";"";"";"";"";"";"0,15";"";"";"";"";"";"";"0,06";"";"0,11";"";"";"";"";"";"";"0,162";"";"37,863"
"7835";"-0,529444";"47,484722";"47°29'4.999N 0°31'45.998W";"49007";"Rue de Touraine";"Ecole Voltaire";"49100";"ANGERS";"07/02/2006";"En intérieur";"FicheMesure7835.pdf";"Oui";"0,49";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"0,37";"0,06";"";"";"";"";"";"";"";"";"";"";"";"0,64";"";"0,34";"";"0,19";"";"";"";"";"0,375";"";"23,503"
"7836";"-0,53";"47,488611";"47°29'19.000N 0°31'48.000W";"49007";"Rue Maurice Suard";"Ecole Maternelle Paul Valery";"49000";"ANGERS";"09/02/2006";"En intérieur";"FicheMesure7836.pdf";"Oui";"0";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"0,06";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,06";"";""
"7837";"-0,597778";"47,474722";"47°28'28.999N 0°35'52.001W";"49007";"Rue Pierre Melgrani";"Collège Rabelais";"49000";"ANGERS";"08/02/2006";"En intérieur";"FicheMesure7837.pdf";"Oui";"0,43";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"";"0,1";"";"";"";"";"";"";"";"";"";"";"";"0,51";"";"0,56";"";"0,09";"";"";"";"";"0,1";"";"76,744"
"8064";"-1,605";"47,360278";"47°21'37.001N 1°36'18.000W";"44066";"Place de l'Eglise";"A l'étage, dans la chambre Sud Est (Enfant)";"44119";"GRANDCHAMPS DES FONTAINES";"15/12/2005";"En intérieur";"FicheMesure8064.pdf";"Oui";"0";"Lieu d'habitation";"BUREAU VERITAS - Région Ouest - Saint-Herblain";"";"";"0,06";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,06";"";"0,06";"";"";"";"";"0,06";"";""
"8065";"-1,518611";"47,241111";"47°14'28.000N 1°31'7.000W";"44109";"Rue Urbain le Verrier";"Appaterment n°18, 2e étage, Salon";"44300";"NANTES";"02/12/2005";"En intérieur";"FicheMesure8065.pdf";"Oui";"0,3";"Lieu d'habitation";"BUREAU VERITAS - Région Ouest - Saint-Herblain";"0,07";"0,1";"0,06";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,46";"";"0,13";"";"";"";"";"0,136";"";"54,662"
"8067";"-1,738611";"47,3275";"47°19'39.000N 1°44'19.000W";"44217";"Rue Sainte Anne";"Ecole primaire, étage, salle CM1/CM2";"44360";"VIGNEUX DE BRETAGNE";"01/12/2005";"En intérieur";"FicheMesure8067.pdf";"Oui";"0";"Lieu d'habitation";"BUREAU VERITAS - Région Ouest - Saint-Herblain";"";"";"0,07";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,07";"";""
"8149";"-0,555833";"47,476111";"47°28'34.000N 0°33'20.999W";"49007";"Rue Larrey";"Bâtiment 65 (Maternité), 5e étage, Salle de Soins";"49100";"ANGERS";"08/02/2006";"En intérieur";"FicheMesure8149.pdf";"Oui";"1,53";"Lieu d'habitation";"BUREAU VERITAS - Région Ouest - Saint-Herblain";"";"0,14";"0,06";"";"";"";"";"0,09";"";"";"";"";"";"";"1,99";"";"1,41";"";"0,06";"";"";"";"";"0,177";"";"88,437"
"8150";"-0,551111";"47,468333";"47°28'5.999N 0°33'4.000W";"49007";"Boulevard du Maréchal Foch";"Appartement 1er étage, terrasse";"49100";"ANGERS";"07/02/2006";"En extérieur";"FicheMesure8150.pdf";"Oui";"0,89";"Divers";"BUREAU VERITAS - Région Ouest - Saint-Herblain";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,88";"";"0,07";"";"1,74";"";"";"";"";"";"";""
"8151";"-0,546111";"47,471944";"47°28'18.998N 0°32'46.000W";"49007";"Place du Général Leclerc";"Sur le trottoir, à l'intersection du bd M. Joffre et du bd Bessonneau";"49100";"ANGERS";"07/02/2006";"En extérieur";"FicheMesure8151.pdf";"Oui";"1,08";"Rue / Route / Parking";"BUREAU VERITAS - Région Ouest - Saint-Herblain";"";"";"0,07";"";"";"";"";"";"";"";"";"";"";"";"0,89";"";"1,01";"";"0,14";"";"";"";"";"0,07";"";"93,519"
"8152";"-2,979167";"47,672222";"47°40'19.999N 2°58'45.001W";"56007";"Rue de la Forêt";"Dans la cour Est";"56400";"AURAY";"03/02/2006";"En extérieur";"FicheMesure8152.pdf";"Oui";"0,6";"Rue / Route / Parking";"BUREAU VERITAS - Région Ouest - Saint-Herblain";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,7";"";"0,59";"";"0,06";"";"";"";"";"";"";""
"8153";"-2,999722";"47,661944";"47°39'42.998N 2°59'58.999W";"56007";"Lotissement Kerneué";"face à l'entrée de la 1ere maison à droite";"56400";"AURAY";"03/02/2006";"En extérieur";"FicheMesure8153.pdf";"Oui";"0,48";"Rue / Route / Parking";"BUREAU VERITAS - Région Ouest - Saint-Herblain";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,4";"";"0,36";"";"0,06";"";"";"";"";"";"";""
"8156";"-3,486944";"48,524722";"48°31'28.999N 3°29'12.998W";"22131";"Stade de football";"Dans l'angle Sud Ouest";"22780";"LOGUIVY PLOUGRAS";"27/01/2006";"En extérieur";"FicheMesure8156.pdf";"Oui";"0,61";"Rue / Route / Parking";"BUREAU VERITAS - Région Ouest - Saint-Herblain";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,72";"";"";"";"";"";"";"";"";"";"";""
"8157";"-2,229444";"47,694167";"47°41'39.001N 2°13'45.998W";"56221";"Butte des Cinq Moulins";"Dans la chambre du niveau 2";"56220";"SAINT JACUT LES PINS";"18/01/2006";"En intérieur";"FicheMesure8157.pdf";"Oui";"0";"Lieu d'habitation";"BUREAU VERITAS - Région Ouest - Saint-Herblain";"";"";"0,06";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,06";"";"";"";"";"0,06";"";""
"8160";"-0,35";"47,58";"47°34'48.000N 0°21'0.000W";"49333";"Rue Nationale";"A 177 mètres au Nord Ouest du château d'eau";"49140";"SEICHES SUR LE LOIR";"09/02/2006";"En extérieur";"FicheMesure8160.pdf";"Oui";"0,26";"Rue / Route / Parking";"BUREAU VERITAS - Région Ouest - Saint-Herblain";"";"";"0,12";"";"";"";"";"";"";"";"";"";"";"";"0,48";"";"0,07";"";"";"";"";"";"";"0,12";"";"53,846"
"8161";"-1,621667";"47,331944";"47°19'54.998N 1°37'18.001W";"44209";"Rue Des Fauvettes";"Sur le torttoir face à l'entrée";"44119";"TREILLIERES";"25/01/2006";"En extérieur";"FicheMesure8161.pdf";"Oui";"0,46";"Rue / Route / Parking";"BUREAU VERITAS - Région Ouest - Saint-Herblain";"";"";"0,12";"";"";"";"";"";"";"";"";"";"";"";"0,56";"";"0,07";"";"";"";"";"";"";"0,12";"";"73,913"
"8187";"-1,853333";"48,0075";"48°0'27.000N 1°51'11.999W";"35123";"Rue de la Hayrie";"Dans la rue devant le N° 30";"35580";"GOVEN";"03/04/2006";"En extérieur";"FicheMesure8187.pdf";"Oui";"0,58";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,11";"";"";"";"";"";"";"";"";"";"";"";"0,81";"";"0,48";"";"";"";"";"";"";"0,11";"";"81,034"
"8188";"-1,856111";"48,007778";"48°0'28.001N 1°51'22.000W";"35123";"La Lucinière";"0";"35580";"GOVEN";"03/04/2006";"En extérieur";"FicheMesure8188.pdf";"Oui";"0,48";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,11";"";"";"";"";"";"";"";"";"";"";"";"0,78";"";"0,23";"";"";"";"";"";"";"0,11";"";"77,083"
"8189";"-1,850278";"48,005556";"48°0'20.002N 1°51'1.001W";"35123";"Rue du Perray";"devant l'école publique maternelle et primaire.";"35580";"GOVEN";"03/04/2006";"En extérieur";"FicheMesure8189.pdf";"Oui";"0,38";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,15";"";"";"";"";"";"";"";"";"";"";"";"0,67";"";"0,63";"";"";"";"";"";"";"0,15";"";"60,526"
"8303";"0,193611";"48,000278";"48°0'1.001N 0°11'37.000E";"72181";"Rue d'Essling";"appartement de Mme ROUSSEAU";"72000";"MANS";"12/04/2006";"En intérieur";"FicheMesure8303.pdf";"Oui";"0,82";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"0,22";"";"";"";"";"";"0,16";"";"";"";"";"";"";"0,29";"";"0,78";"";"0,35";"";"";"";"";"0,272";"";"66,826"
"8338";"-2,945833";"47,637778";"47°38'16.001N 2°56'44.999W";"56262";"Rue Edouard Herriot";"Presbytère";"56400";"BONO";"11/04/2006";"En intérieur";"FicheMesure8338.pdf";"Oui";"0,58";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,52";"";"";"";"";"";"";"";"";"";"";""
"8339";"-2,945833";"47,637778";"47°38'16.001N 2°56'44.999W";"56262";"Rue Edouard Herriot";"Presbytère";"56400";"BONO";"11/04/2006";"En intérieur";"FicheMesure8339.pdf";"Oui";"0,61";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,89";"";"";"";"";"";"";"";"";"";"";""
"8340";"-2,945833";"47,637778";"47°38'16.001N 2°56'44.999W";"56262";"Rue Edouard Herriot";"Presbytère";"56400";"BONO";"11/04/2006";"En intérieur";"FicheMesure8340.pdf";"Oui";"0";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,58";"";"";"";"";"";"";"";"";"";"";""
"8420";"0,136389";"48,522778";"48°31'22.001N 0°8'11.000E";"61341";"Le Bourg";"Cour de récréation de l' école élémentaire";"61250";"ECOUVES";"23/03/2006";"En extérieur";"FicheMesure8420.pdf";"Oui";"0,59";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"";"";"";"";"";"0,08";"";"";"";"";"";"";"1,53";"";"";"";"";"";"";"";"";"0,08";"";"86,441"
"8428";"-1,708333";"48,2175";"48°13'3.000N 1°42'29.999W";"35173";"Champ Courtin";"Dans la chambre n°5 (Nord), au 1er étage de la propriété de M. AUBREE.";"35520";"MELESSE";"17/05/2006";"En intérieur";"FicheMesure8428.pdf";"Oui";"0,3";"Lieu d'habitation";"CSTB - Saint Martin d'Heres";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,19";"";"";"";"0,39";"";"";"";"";"";"";""
"8429";"-1,708611";"48,218889";"48°13'8.000N 1°42'31.000W";"35173";"Champ Courtin";"Le long de la résidence HOUSSAIS.";"35520";"MELESSE";"17/05/2006";"En extérieur";"FicheMesure8429.pdf";"Oui";"0,5";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,48";"";"0,18";"";"0,34";"";"";"";"";"";"";""
"8430";"-1,705556";"48,22";"48°13'12.000N 1°42'20.002W";"35173";"Champ Courtin";"A l'angle de la ferme au Nord-est des terrains de sport.";"35520";"MELESSE";"17/05/2006";"En extérieur";"FicheMesure8430.pdf";"Oui";"0,61";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,67";"";"0,21";"";"1,14";"";"";"";"";"";"";""
"8440";"-1,631944";"48,096389";"48°5'47.000N 1°37'54.998W";"35238";"Rue des Veyettes";"Dans le local de reliure du 2ème étage Precom Multimédia.";"35000";"RENNES";"18/05/2006";"En intérieur";"FicheMesure8440.pdf";"Oui";"0,57";"Lieu d'habitation";"CSTB - Saint Martin d'Heres";"";"0,18";"";"";"";"";"";"";"";"";"";"";"";"";"1,22";"";"0,31";"";"0,41";"";"";"";"";"0,18";"";"68,421"
"8441";"-1,703333";"48,121944";"48°7'18.998N 1°42'11.999W";"35238";"Avenue de la Bataille de Flandres -Dunkerque";"Dans l'appartement n°20248, 7ème et dernier étage de la résidence Flandres-Dunkerque.";"35000";"RENNES";"18/05/2006";"En intérieur";"FicheMesure8441.pdf";"Oui";"0,4";"Lieu d'habitation";"CSTB - Saint Martin d'Heres";"";"0,13";"";"";"";"";"";"";"";"";"";"";"";"";"0,09";"";"0,56";"";"0,39";"";"";"";"";"0,13";"";"67,5"
"8442";"-1,631944";"48,096667";"48°5'48.001N 1°37'54.998W";"35238";"Rue des Veyettes";"Dans le bureau au fond à droite, société Cap Vente, 2ème étage.";"35000";"RENNES";"18/05/2006";"En intérieur";"FicheMesure8442.pdf";"Oui";"0,51";"Lieu d'habitation";"CSTB - Saint Martin d'Heres";"";"0,13";"";"";"";"";"";"";"";"";"";"";"";"";"0,28";"";"0,5";"";"0,37";"";"";"";"";"0,13";"";"74,51"
"8443";"-1,703611";"48,121944";"48°7'18.998N 1°42'13.000W";"35238";"Avenue de la Bataille de Flandres -Dunkerque";"Dans le local technique d'entretien, 7ème et dernier étage de la résidence Cezembre.";"35000";"RENNES";"18/05/2006";"En intérieur";"FicheMesure8443.pdf";"Oui";"0,34";"Lieu d'habitation";"CSTB - Saint Martin d'Heres";"";"0,1";"";"";"";"";"0,09";"";"";"";"";"";"";"";"";"";"0,58";"";"0,12";"";"";"";"";"0,135";"";"60,431"
"8444";"-1,628889";"48,096389";"48°5'47.000N 1°37'44.000W";"35238";"Rue des Veyettes";"Dans le parking de la société Ouest France Multimédia";"35000";"RENNES";"18/05/2006";"En extérieur";"FicheMesure8444.pdf";"Oui";"0,44";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"0,22";"";"";"";"";"";"";"";"";"";"";"";"";"0,49";"";"0,16";"";"0,25";"";"";"";"";"0,22";"";"50"
"8445";"-1,703333";"48,121389";"48°7'17.000N 1°42'11.999W";"35238";"Avenue de la Bataille de Flandres -Dunkerque";"Sur le trottoir en face des arrêts de bus.";"35000";"RENNES";"18/05/2006";"En extérieur";"FicheMesure8445.pdf";"Oui";"0,4";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"0,19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,43";"";"0,07";"";"";"";"";"0,19";"";"52,5"
"8458";"-1,8175";"48,127778";"48°7'40.001N 1°49'3.000W";"35131";"Rue Jacques Cartier";"Sur le trottoir à côté de l'Hôtel de ville";"35590";"HERMITAGE";"01/03/2006";"En extérieur";"FicheMesure8458.pdf";"Oui";"0,92";"Rue / Route / Parking";"BUREAU VERITAS - Région Ouest - Saint-Herblain";"";"";"0,07";"";"0,47";"";"";"";"";"";"";"";"";"";"1,07";"";"";"";"0,18";"";"";"";"";"0,475";"";"48,35"
"8459";"-1,845278";"48,079167";"48°4'45.001N 1°50'43.001W";"35196";"Avenue du Général de Gaulle";"Sur le trottoir, au niveau de l'accés au château";"35310";"MORDELLES";"01/03/2006";"En extérieur";"FicheMesure8459.pdf";"Oui";"0,26";"Rue / Route / Parking";"BUREAU VERITAS - Région Ouest - Saint-Herblain";"";"";"0,08";"";"";"";"";"";"";"";"";"";"";"";"0,28";"";"0,08";"";"0,18";"";"";"";"";"0,08";"";"69,231"
"8466";"-1,738611";"47,3275";"47°19'39.000N 1°44'19.000W";"44217";"Rue Saint Anne";"Ecole primaire, étage, salle CM1/CM2";"44360";"VIGNEUX DE BRETAGNE";"08/03/2006";"En intérieur";"FicheMesure8466.pdf";"Oui";"1,15";"Lieu d'habitation";"BUREAU VERITAS - Région Ouest - Saint-Herblain";"";"";"0,07";"";"";"";"";"";"";"";"";"";"";"";"2,14";"";"";"";"1,82";"";"";"";"";"0,07";"";"93,913"
"8485";"-1,535278";"47,203611";"47°12'13.000N 1°32'7.001W";"44109";"Boulevard F. Blancho";"10e étage, appartement gauche, dans la chambre du centre";"44000";"NANTES";"22/03/2006";"En intérieur";"FicheMesure8485.pdf";"Oui";"4,21";"Lieu d'habitation";"BUREAU VERITAS - Région Ouest - Saint-Herblain";"";"0,12";"0,06";"";"";"";"";"0,18";"";"";"";"";"";"";"3,96";"";"2,9";"";"3,89";"";"";"";"";"0,224";"";"94,667"
"8583";"-1,627778";"48,214444";"48°12'51.998N 1°37'40.001W";"35079";"Rue des Fonderies";"Sur le trottoir";"35250";"CHEVAIGNE";"21/04/2006";"En extérieur";"FicheMesure8583.pdf";"Oui";"1,05";"Rue / Route / Parking";"BUREAU VERITAS - Région Ouest - Saint-Herblain";"";"";"0,07";"";"";"";"";"";"";"";"";"";"";"";"1,55";"";"";"";"0,87";"";"";"";"";"0,07";"";"93,333"
"8585";"-4,180833";"48,501111";"48°30'4.000N 4°10'50.999W";"29204";"Prat Ledan";"Au rez de chausée, dans la chambre Nord Est";"29400";"PLOUNEVENTER";"03/04/2006";"En intérieur";"FicheMesure8585.pdf";"Oui";"0";"Lieu d'habitation";"BUREAU VERITAS - Région Ouest - Saint-Herblain";"";"";"0,06";"";"";"";"";"";"";"";"";"";"";"";"0,09";"";"";"";"";"";"";"";"";"0,06";"";""
"8586";"-2,059722";"47,116111";"47°6'58.000N 2°3'34.999W";"44131";"Impasse de la Rivaudière";"Sur le bas côté de la rue";"44210";"PORNIC";"20/04/2006";"En extérieur";"FicheMesure8586.pdf";"Oui";"0,48";"Rue / Route / Parking";"BUREAU VERITAS - Région Ouest - Saint-Herblain";"";"";"0,06";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,56";"";"0,06";"";"";"";"";"0,06";"";"87,5"
"8587";"-1,641111";"48,118889";"48°7'8.000N 1°38'28.000W";"35238";"Avenue du Général Leclerc";"Dans l'angle Sud Est du toit terrasse du bâtiment 24";"35000";"RENNES";"03/04/2006";"En extérieur";"FicheMesure8587.pdf";"Oui";"0,69";"Divers";"BUREAU VERITAS - Région Ouest - Saint-Herblain";"";"0,45";"0,12";"";"0,08";"";"";"";"";"";"";"";"";"";"0,27";"";"0,2";"";"1,02";"";"";"";"";"0,473";"";"31,515"
