"Numéro de mesure";"Longitude";"Latitude";"Position";"Insee";"Adresse";"Complément";"Code postal";"Commune";"Date de mesure";"Mesure réalisée";"Rapport";"Conformité de la mesure";"Niveau global";"Type d'environnement";"laboratoire";"DECT (Téléphone domestique)";"Radiodiffusion sonore (FM – RNT)";"Services HF";"PMR (Réseaux radio mobile professionnels)";"PMR - balises";"Radars - balises - FH";"Radar - BLR (Wimax)- FH";"TV";"Réseaux locaux radioélectriques ou Wifi";"TM 700 (Téléphonie Mobile en 700 MHz)_mesuré";"TM 700 (Téléphonie Mobile en 700 MHz)_extrapolé";"TM 800_mesuré";"TM 800_extrapolé";"TM 900_mesuré";"TM 900_extrapolé";"TM 1800_mesuré";"TM 1800_extrapolé";"TM 2100_mesuré";"TM 2100_extrapolé";"TM 2600_mesuré";"TM 2600_extrapolé";"TM 3600_mesuré";"TM 3600_extrapolé";"Cumul_CasB";"Cumul_CasB_TM";"Ratio_Ecart_CasA_CasB_%"
"11171";"4,110556";"45,308611";"45°18'31.000N 4°6'38.002E";"43020";"Résidence La Récluzière";"Près des étendages, du coté du parking de l'immeuble.";"43210";"BAS EN BASSET";"19/04/2007";"En extérieur";"FicheMesure11171.pdf";"Oui";"0";"Divers";"CSTB - Saint Martin d'Heres";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,32";"";"";"";"";"";"";"";"";"";"";""
"11172";"4,11";"45,308611";"45°18'31.000N 4°6'36.000E";"43020";"Résidence La Récluzière";"Près des étendages, à coté du local technique.";"43210";"BAS EN BASSET";"19/04/2007";"En extérieur";"FicheMesure11172.pdf";"Oui";"0";"Divers";"CSTB - Saint Martin d'Heres";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,62";"";"";"";"";"";"";"";"";"";"";""
"11191";"3,077778";"45,776944";"45°46'36.998N 3°4'40.001E";"63113";"Place Alexandre Varenne";"Entre le banc et la statue.";"63000";"CLERMONT FERRAND";"02/05/2007";"En extérieur";"FicheMesure11191.pdf";"Oui";"0";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"0,23";"";"";"";"";"";"";"";"";"";"";"";"";"0,13";"";"";"";"0,06";"";"";"";"";"0,23";"";""
"11192";"3,078889";"45,776944";"45°46'36.998N 3°4'44.000E";"63113";"Rue Blatin";"Sur le trottoir, près de l'entrée de 26 rue Blatin.";"63000";"CLERMONT FERRAND";"02/05/2007";"En extérieur";"FicheMesure11192.pdf";"Oui";"0";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"0,25";"";"";"";"";"";"";"";"";"";"";"";"";"0,08";"";"";"";"0,29";"";"";"";"";"0,25";"";""
"11193";"3,078889";"45,776111";"45°46'34.000N 3°4'44.000E";"63113";"Rue Rameau";"A côté de la cabine téléphonique près de l'entrée de l'école Nestor Perret, sur le trottoir.";"63000";"CLERMONT FERRAND";"02/05/2007";"En extérieur";"FicheMesure11193.pdf";"Oui";"0";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"0,14";"";"";"";"";"";"";"";"";"";"";"";"";"0,33";"";"";"";"";"";"";"";"";"0,14";"";""
"11265";"3,080556";"45,784722";"45°47'4.999N 3°4'50.002E";"63113";"Rue du Belloy";"Dans le salon chez Mme GATEAU (8ème étage), devant la fenêtre donnant sur les antennes";"63000";"CLERMONT FERRAND";"03/05/2007";"En intérieur";"FicheMesure11265.pdf";"Oui";"1,17";"Lieu d'habitation";"CSTB - Saint Martin d'Heres";"";"0,22";"";"";"";"";"";"";"";"";"";"";"";"";"0,68";"";"1,12";"";"0,2";"";"";"";"";"0,22";"";"81,197"
"11266";"3,095278";"45,773056";"45°46'23.002N 3°5'43.001E";"63113";"Rue du Pont de Naud";"Sur le pont, au dessus du chemin de fer, au croisement du Boulevard Lafayette et de la rue du Pont-de-Naud.";"63000";"CLERMONT FERRAND";"03/05/2007";"En extérieur";"FicheMesure11266.pdf";"Oui";"0";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,21";"";"0,25";"";"0,31";"";"";"";"";"";"";""
"11267";"3,092778";"45,766944";"45°46'0.998N 3°5'34.001E";"63113";"Rue Henry Andraud";"Sur le palier entre le 7ème et le 8ème étage de l'immeuble.";"63000";"CLERMONT FERRAND";"04/05/2007";"En intérieur";"FicheMesure11267.pdf";"Oui";"0,7";"Lieu d'habitation";"CSTB - Saint Martin d'Heres";"";"1,09";"";"";"";"";"";"0,07";"";"";"";"";"";"";"0,09";"";"0,1";"";"";"";"";"";"";"1,092245";"";"-56,035"
"11268";"3,089444";"45,779722";"45°46'46.999N 3°5'21.998E";"63113";"Rue Neyron";"Dans l'aire de jeux de la halte garderie municipale.";"63000";"CLERMONT FERRAND";"04/05/2007";"En extérieur";"FicheMesure11268.pdf";"Oui";"0";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11269";"3,080556";"45,784722";"45°47'4.999N 3°4'50.002E";"63113";"Rue du Belloy";"Sur le balcon, entre la fenêtre de la cuisine et de la chambre, chez Mme GATEAU, au 8ème étage.";"63000";"CLERMONT FERRAND";"03/05/2007";"En intérieur";"FicheMesure11269.pdf";"Oui";"0,71";"Lieu d'habitation";"CSTB - Saint Martin d'Heres";"";"1,26";"";"";"";"";"";"";"";"";"";"";"";"";"0,34";"";"0,3";"";"0,44";"";"";"";"";"1,26";"";"-77,465"
"11270";"3,1175";"45,773056";"45°46'23.002N 3°7'3.000E";"63113";"Rue de la Pradelle.";"En face de la résidence Fleury, de l'autre côté du pont, sur le trottoir.";"63000";"CLERMONT FERRAND";"03/05/2007";"En extérieur";"FicheMesure11270.pdf";"Oui";"0";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"0,08";"";"";"";"";"";"";"";"";"";"";"";"";"0,21";"";"0,28";"";"0,24";"";"";"";"";"0,08";"";""
"11271";"3,092778";"45,766944";"45°46'0.998N 3°5'34.001E";"63113";"Rue Henry Andraud";"Dans le parc de jeux pour enfants.";"63000";"CLERMONT FERRAND";"04/05/2007";"En extérieur";"FicheMesure11271.pdf";"Oui";"0";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"0,18";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,26";"";"";"";"";"";"";"0,18";"";""
"11272";"3,089167";"45,78";"45°46'48.000N 3°5'21.001E";"63113";"Place du Sauvage";"A côté d'un banc dans le square de la place Sauvage.";"63000";"CLERMONT FERRAND";"04/05/2007";"En extérieur";"FicheMesure11272.pdf";"Oui";"0";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11273";"3,080556";"45,784722";"45°47'4.999N 3°4'50.002E";"63113";"Rue de Belloy";"Entre la fenêtre et le lit, dans la chambre de Mr et Mme GATEAU, au 8ème étage.";"63000";"CLERMONT FERRAND";"03/05/2007";"En intérieur";"FicheMesure11273.pdf";"Oui";"0,49";"Lieu d'habitation";"CSTB - Saint Martin d'Heres";"";"0,17";"";"";"";"";"";"0,07";"";"";"";"";"";"";"0,35";"";"0,22";"";"0,64";"";"";"";"";"0,183848";"";"62,48"
"11274";"3,094444";"45,773333";"45°46'23.999N 3°5'39.998E";"63113";"Boulevard Lafayette";"A côté de l'arrêt de bus Pont-de-Naud.";"63000";"CLERMONT FERRAND";"03/05/2007";"En extérieur";"FicheMesure11274.pdf";"Oui";"0";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"0,17";"";"";"";"";"";"";"";"";"";"";"";"";"0,13";"";"0,13";"";"0,24";"";"";"";"";"0,17";"";""
"11275";"3,091389";"45,766111";"45°45'58.000N 3°5'29.000E";"63113";"Rue Henry Andraud";"Sur le parking dela crèche Saint Jacques.";"63000";"CLERMONT FERRAND";"04/05/2007";"En extérieur";"FicheMesure11275.pdf";"Oui";"0,7";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"0,22";"";"";"";"";"";"";"";"";"";"";"";"";"0,17";"";"0,31";"";"";"";"";"";"";"0,22";"";"68,571"
"11276";"3,089444";"45,778611";"45°46'43.000N 3°5'21.998E";"63113";"Rue Villeneuve";"Sur le trottoir, au croisement de le rue de l'oratoire et de la rue Villeneuve.";"63000";"CLERMONT FERRAND";"04/05/2007";"En extérieur";"FicheMesure11276.pdf";"Oui";"0,54";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"0,08";"";"";"";"";"";"";"";"";"";"";"";"";"0,47";"";"";"";"";"";"";"";"";"0,08";"";"85,185"
"11403";"4,265278";"45,384444";"45°23'3.998N 4°15'55.001E";"42099";"Rue du Belvedere";"Devant propriété de M Chazelle";"42490";"FRAISSES";"06/07/2007";"En extérieur";"FicheMesure11403.pdf";"Oui";"1,21";"Rue / Route / Parking";"APAVE Sudeurope (CETE) Tassin la Demi-Lune";"";"0,13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2,12";"";"";"";"";"0,13";"";"89,256"
"11427";"1,261667";"45,845";"45°50'42.000N 1°15'42.001E";"87085";"Avenue du Général Leclerc";"Service Technique de la ville de Limoges, entre le bât. J et le bât. de stockage";"87100";"LIMOGES";"16/05/2007";"En extérieur";"FicheMesure11427.pdf";"Oui";"0";"Rue / Route / Parking";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11477";"1,261667";"45,845";"45°50'42.000N 1°15'42.001E";"87085";"Avenue du Général Leclerc";"Service Technique de la ville de Limoges, entre le bât. I et N";"87100";"LIMOGES";"16/05/2007";"En extérieur";"FicheMesure11477.pdf";"Oui";"0";"Rue / Route / Parking";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11581";"4,411111";"45,417222";"45°25'1.999N 4°24'40.000E";"42218";"Boulevard Alexandre de Fraissinette";"Sur le trottoir devant le trottoir du n°12 allée B.";"42100";"SAINT ETIENNE";"05/06/2007";"En extérieur";"FicheMesure11581.pdf";"Oui";"0,87";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,2";"";"1,21";"";"0,19";"";"";"";"";"";"";""
"11582";"4,4025";"45,43";"45°25'48.000N 4°24'9.000E";"42218";"Rue Montagny";"Sur le trottoir en face du n°15.";"42100";"SAINT ETIENNE";"05/06/2007";"En extérieur";"FicheMesure11582.pdf";"Oui";"1,59";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"0,31";"";"";"";"";"";"";"";"";"";"";"";"";"2,23";"";"1,94";"";"1,16";"";"";"";"";"0,31";"";"80,503"
"11583";"4,39";"45,430556";"45°25'50.002N 4°23'24.000E";"42218";"Place Anatole France";"A côté d'un banc, dans l'aire de jeux de la place.";"42100";"SAINT ETIENNE";"06/06/2007";"En extérieur";"FicheMesure11583.pdf";"Oui";"0";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"0,54";"";"";"";"";"";"";"";"";"";"";"";"";"0,21";"";"0,1";"";"0,06";"";"";"";"";"0,54";"";""
"11584";"4,385";"45,428889";"45°25'44.000N 4°23'6.000E";"42218";"Rue Franklin";"Sous le préau de la cour du lycée Sainte Barbe.";"42000";"SAINT ETIENNE";"06/06/2007";"En extérieur";"FicheMesure11584.pdf";"Oui";"0";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"0,22";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,22";"";""
"11585";"4,399167";"45,471111";"45°28'16.000N 4°23'57.001E";"42218";"Rue François Couperin";"Sur le parking, derrière l'immeuble situé 33 allée Debussy.";"42000";"SAINT ETIENNE";"07/06/2007";"En extérieur";"FicheMesure11585.pdf";"Oui";"0";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"0,1";"";"";"0,08";"";"";"";"";"";"";"";"";"";"";"";"0,11";"";"";"";"";"";"";"0,128062";"";""
"11586";"4,368333";"45,426667";"45°25'36.001N 4°22'5.999E";"42218";"Rue Emile Deschanel";"Devant l'entrée du jardin Volpetre.";"42000";"SAINT ETIENNE";"07/06/2007";"En extérieur";"FicheMesure11586.pdf";"Oui";"0";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"0,34";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,06";"";"";"";"";"0,34";"";""
"11587";"4,413611";"45,421389";"45°25'17.000N 4°24'49.000E";"42218";"Rue de Louhansk";"Sur le trottoir devant le chemin d'accès au Parc de l'Europe.";"42100";"SAINT ETIENNE";"05/06/2007";"En extérieur";"FicheMesure11587.pdf";"Oui";"0";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"0,13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,12";"";"0,1";"";"";"";"";"0,13";"";""
"11588";"4,400278";"45,429167";"45°25'45.001N 4°24'1.001E";"42218";"Rue Liogier";"Sur le terre-plein en face du n°1.";"42100";"SAINT ETIENNE";"05/06/2007";"En extérieur";"FicheMesure11588.pdf";"Oui";"0";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"0,09";"";"";"";"";"";"";"";"";"";"";"";"";"0,36";"";"0,35";"";"0,57";"";"";"";"";"0,09";"";""
"11589";"4,393333";"45,429722";"45°25'46.999N 4°23'35.999E";"42218";"Place Saint Roch";"Entre la fontaine et le lampadaire, en face de l'église.";"42100";"SAINT ETIENNE";"06/06/2007";"En extérieur";"FicheMesure11589.pdf";"Oui";"0";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"0,14";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,14";"";""
"11590";"4,383333";"45,427778";"45°25'40.001N 4°22'59.999E";"42218";"Boulevard Robert Maurice";"Devant l'entrée du Centre de Soins et d'Aide à l'Intégration Scolaire.";"42100";"SAINT ETIENNE";"06/06/2007";"En extérieur";"FicheMesure11590.pdf";"Oui";"0";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"0,1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,1";"";""
"11591";"4,398056";"45,473056";"45°28'23.002N 4°23'53.002E";"42218";"Rue François Couperin";"Sur le parking, en face du bâtiment n° 2.";"42000";"SAINT ETIENNE";"07/06/2007";"En extérieur";"FicheMesure11591.pdf";"Oui";"0";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"0,11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,18";"";"";"";"";"";"";"0,11";"";""
"11592";"4,366389";"45,425833";"45°25'32.999N 4°21'59.000E";"42218";"Rue Georges Moullade";"Dans le jardin chez Madame AOMEYER.";"42000";"SAINT ETIENNE";"07/06/2007";"En extérieur";"FicheMesure11592.pdf";"Oui";"0,35";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"0,78";"";"";"";"";"";"";"";"";"";"";"";"";"0,18";"";"0,15";"";"";"";"";"";"";"0,78";"";"-122,857"
"11593";"4,4125";"45,42";"45°25'12.000N 4°24'45.000E";"42218";"Boulevard Alexandre de Fraissinette";"Sur le parking du restaurant Quick.";"42100";"SAINT ETIENNE";"05/06/2007";"En extérieur";"FicheMesure11593.pdf";"Oui";"0";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"0,08";"";"";"";"";"";"";"";"";"";"";"";"";"0,06";"";"0,27";"";"0,09";"";"";"";"";"0,08";"";""
"11594";"4,402778";"45,430833";"45°25'50.999N 4°24'10.001E";"42218";"Rue Horace Vernet";"Sur le trottoir au niveau de l'école maternelle Villeboeuf.";"42100";"SAINT ETIENNE";"05/06/2007";"En extérieur";"FicheMesure11594.pdf";"Oui";"0";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"0,32";"";"";"";"";"";"";"";"";"";"";"";"";"0,14";"";"0,08";"";"0,09";"";"";"";"";"0,32";"";""
"11595";"4,3925";"45,430278";"45°25'49.001N 4°23'33.000E";"42218";"Rue du Vernay";"Sur le trottoir, à côté de l'entrée de l'institut Les Chartreux (primaire, collège).";"42100";"SAINT ETIENNE";"06/06/2007";"En extérieur";"FicheMesure11595.pdf";"Oui";"0,85";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"0,21";"";"";"";"";"";"";"";"";"";"";"";"";"1,38";"";"";"";"";"";"";"";"";"0,21";"";"75,294"
"11596";"4,381389";"45,432222";"45°25'55.999N 4°22'53.000E";"42218";"Place Raspail";"En face du terrain de jeux de la place Raspail.";"42000";"SAINT ETIENNE";"06/06/2007";"En extérieur";"FicheMesure11596.pdf";"Oui";"0";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"0,21";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,21";"";""
"11597";"4,401667";"45,472222";"45°28'19.999N 4°24'6.001E";"42218";"Rue Charles Gounod";"Le long du trottoir, en face de la cour du groupe scolaire Gounod.";"42000";"SAINT ETIENNE";"07/06/2007";"En extérieur";"FicheMesure11597.pdf";"Oui";"0";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,07";"";"";"";"0,2";"";"";"";"";"";"";""
"11598";"4,366389";"45,425833";"45°25'32.999N 4°21'59.000E";"42218";"Rue Georges Moullade";"Dans la chambre mezzanine de Mme AOMEYER.";"42000";"SAINT ETIENNE";"07/06/2007";"En intérieur";"FicheMesure11598.pdf";"Oui";"0,45";"Lieu d'habitation";"CSTB - Saint Martin d'Heres";"";"0,8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,11";"";"0,06";"";"";"";"";"0,8";"";"-77,778"
"11634";"3,081667";"45,768889";"45°46'8.000N 3°4'54.001E";"63113";"Rue Barillot veuve Coupelon";"Trottoir devant le numéro 1 de la rue Barillot veuve Coupelon";"63000";"CLERMONT FERRAND";"16/07/2007";"En extérieur";"FicheMesure11634.pdf";"Oui";"0,37";"Rue / Route / Parking";"EMITECH Chassieu";"";"";"0,11";"";"";"";"";"";"";"";"";"";"";"";"0,59";"";"0,37";"";"0,34";"";"";"";"";"0,11";"";"70,27"
"11635";"3,104444";"45,771111";"45°46'16.000N 3°6'15.998E";"63113";"Rue Proudhon";"Trottoir devant le numéro 29 de la rue Proudhon";"63000";"CLERMONT FERRAND";"13/07/2007";"En extérieur";"FicheMesure11635.pdf";"Oui";"0,15";"Rue / Route / Parking";"EMITECH Chassieu";"";"";"0,17";"";"";"";"";"";"";"";"";"";"";"";"0,06";"";"0,6";"";"0,34";"";"";"";"";"0,17";"";"-13,333"
"11636";"3,087222";"45,770833";"45°46'14.999N 3°5'13.999E";"63113";"Jardin Lecoq";"Jardin LECOQ - Entrée avenue VERCINGETORIX";"63000";"CLERMONT FERRAND";"13/07/2007";"En extérieur";"FicheMesure11636.pdf";"Oui";"0,42";"Divers";"EMITECH Chassieu";"";"";"0,08";"";"";"";"";"";"";"";"";"";"";"";"0,54";"";"0,43";"";"0,27";"";"";"";"";"0,08";"";"80,952"
"11637";"3,091944";"45,779444";"45°46'45.998N 3°5'30.998E";"63113";"Place Salford";"Place Salford";"63000";"CLERMONT FERRAND";"12/07/2007";"En extérieur";"FicheMesure11637.pdf";"Oui";"1,21";"Rue / Route / Parking";"EMITECH Chassieu";"";"";"0,11";"";"";"";"";"";"";"";"";"";"";"";"1,61";"";"1,16";"";"1,22";"";"";"";"";"0,11";"";"90,909"
"11638";"3,114722";"45,798889";"45°47'56.000N 3°6'52.999E";"63113";"Rue du Pré Juge";"Square du Pré Juge";"63100";"CLERMONT FERRAND";"12/07/2007";"En extérieur";"FicheMesure11638.pdf";"Oui";"0,25";"Rue / Route / Parking";"EMITECH Chassieu";"";"";"0,14";"";"";"";"";"";"";"";"";"";"";"";"0,48";"";"0,32";"";"0,24";"";"";"";"";"0,14";"";"44"
"11641";"4,410556";"45,423056";"45°25'23.002N 4°24'38.002E";"42218";"Boulevard Karl Marx";"Appartement de Mme PARET (balcon)";"42100";"SAINT ETIENNE";"18/07/2007";"En intérieur";"FicheMesure11641.pdf";"Oui";"1,04";"Lieu d'habitation";"EMITECH Chassieu";"0,27";"0,55";"0,07";"";"";"";"";"0,06";"";"";"";"";"";"";"0,31";"";"0,34";"";"0,39";"";"";"";"";"0,619597";"";"40,423"
"11642";"4,393889";"45,422222";"45°25'19.999N 4°23'38.000E";"42218";"Rue des Trois Meules";"Entre les immeubles ATHENA et SCHUBERT";"42100";"SAINT ETIENNE";"18/07/2007";"En extérieur";"FicheMesure11642.pdf";"Oui";"2,75";"Rue / Route / Parking";"EMITECH Chassieu";"0,09";"";"";"";"";"";"";"";"";"";"";"";"";"";"2,94";"";"4,79";"";"2,41";"";"";"";"";"0,09";"";"96,727"
"11643";"4,3925";"45,436389";"45°26'11.000N 4°23'33.000E";"42218";"Rue Lieutenant Morin";"Appartement de Mme BEAL";"42000";"SAINT ETIENNE";"19/07/2007";"En intérieur";"FicheMesure11643.pdf";"Oui";"0,55";"Lieu d'habitation";"EMITECH Chassieu";"0,06";"0,14";"";"0,08";"";"";"0,08";"";"";"";"";"";"";"";"0,47";"";"0,5";"";"0,63";"";"";"";"";"0,189737";"";"65,502"
"11644";"4,4";"45,412222";"45°24'43.999N 4°24'0.000E";"42218";"Rue Bonnassieux";"Air de jeux de la résidence CITE NOUVELLE";"42100";"SAINT ETIENNE";"19/07/2007";"En extérieur";"FicheMesure11644.pdf";"Oui";"0,42";"Rue / Route / Parking";"EMITECH Chassieu";"";"0,14";"0,06";"";"";"";"";"0,06";"";"";"";"";"";"";"0,4";"";"";"";"0,35";"";"";"";"";"0,163707";"";"61,022"
"11645";"4,413333";"45,431944";"45°25'54.998N 4°24'47.999E";"42218";"Rue de Terrenoire";"Appartement de Mr et Mme ROGER (balcon bureau)";"42100";"SAINT ETIENNE";"17/07/2007";"En intérieur";"FicheMesure11645.pdf";"Oui";"0,62";"Lieu d'habitation";"EMITECH Chassieu";"0,15";"";"0,06";"";"";"";"";"";"";"";"";"";"";"";"1,06";"";"1,19";"";"0,23";"";"";"";"";"0,161555";"";"73,943"
"11646";"4,382222";"45,441389";"45°26'29.000N 4°22'55.999E";"42218";"Place Jacquard";"Place JACQUARD";"42000";"SAINT ETIENNE";"17/07/2007";"En extérieur";"FicheMesure11646.pdf";"Oui";"0,49";"Rue / Route / Parking";"EMITECH Chassieu";"";"";"0,09";"";"";"";"";"";"";"";"";"";"";"";"0,67";"";"0,13";"";"0,56";"";"";"";"";"0,09";"";"81,633"
"11727";"3,095833";"45,735";"45°44'6.000N 3°5'44.999E";"63307";"Rue Pierre et Marie Curie";"Mesure effectuée dans l'appartment n°11 au 4 étage (dans la chambre )";"63540";"ROMAGNAT";"26/07/2007";"En intérieur";"FicheMesure11727.pdf";"Oui";"0";"Lieu d'habitation";"APAVE Sudeurope (CETE) Tassin la Demi-Lune";"0,1";"";"0,06";"";"";"";"";"";"";"";"";"";"";"";"0,1";"";"0,11";"";"0,08";"";"";"";"";"0,116619";"";""
"11750";"4,066111";"46,049722";"46°2'58.999N 4°3'58.000E";"42187";"Rue Pierre Dupont";"Petite terrasse coté antennes";"42300";"ROANNE";"05/09/2007";"En extérieur";"FicheMesure11750.pdf";"Oui";"0";"Divers";"APAVE Sudeurope (CETE) Tassin la Demi-Lune";"";"0,23";"0,08";"";"";"";"";"";"";"";"";"";"";"";"0,2";"";"";"";"";"";"";"";"";"0,243516";"";""
"11818";"3,85";"45,914722";"45°54'52.999N 3°51'0.000E";"42248";"Le Barret";"Dans la ruine, chez Monsieur et Madame MIVIERE.";"42430";"SAINT JUST EN CHEVALET";"08/08/2007";"En intérieur";"FicheMesure11818.pdf";"Oui";"0";"Lieu d'habitation";"CSTB - Saint Martin d'Heres";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11819";"3,85";"45,914722";"45°54'52.999N 3°51'0.000E";"42248";"Le Barret";"Dans la grange, chez Monsieur et Madame MIVIERE.";"42430";"SAINT JUST EN CHEVALET";"08/08/2007";"En intérieur";"FicheMesure11819.pdf";"Oui";"0";"Lieu d'habitation";"CSTB - Saint Martin d'Heres";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,08";"";"";"";"";"";"";"";"";"";"";""
"11820";"3,85";"45,914722";"45°54'52.999N 3°51'0.000E";"42248";"Le Barret";"Devant le bâtiment, chez Monsieur et Madame MIVIERE.";"42430";"SAINT JUST EN CHEVALET";"08/08/2007";"En extérieur";"FicheMesure11820.pdf";"Oui";"0";"Divers";"CSTB - Saint Martin d'Heres";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,38";"";"";"";"";"";"";"";"";"";"";""
"11874";"1,226389";"45,833333";"45°49'59.999N 1°13'35.000E";"87085";"Boulevard du Mas Bouyol";"Dalkia - Chaufferie du Val de Laurence, sur le toit de la chaufferie, côté sud";"87000";"LIMOGES";"25/09/2007";"En extérieur";"FicheMesure11874.pdf";"Oui";"0,68";"Divers";"AEXPERTISE";"";"0,1";"";"0,17";"0,32";"";"";"";"";"";"";"";"";"";"0,08";"";"0,08";"";"0,36";"";"";"";"";"0,375899";"";"44,721"
"11875";"1,226111";"45,833611";"45°50'1.000N 1°13'34.000E";"87085";"Boulevard du Mas Bouyol";"Dalkia - Chaufferie du Val de Laurence, sur le toit de la chaufferie, côté ouest";"87000";"LIMOGES";"25/09/2007";"En extérieur";"FicheMesure11875.pdf";"Oui";"0,82";"Divers";"AEXPERTISE";"";"0,14";"";"";"";"";"";"0,08";"";"";"";"";"";"";"0,38";"";"0,93";"";"0,74";"";"";"";"";"0,161245";"";"80,336"
"11965";"1,299444";"45,873333";"45°52'23.999N 1°17'57.998E";"87085";"Avenue de Beaubreuil";"Gymnase du Petit Beaubreuil, devant l'entrée";"87000";"LIMOGES";"05/10/2007";"En extérieur";"FicheMesure11965.pdf";"Oui";"0,64";"Rue / Route / Parking";"AEXPERTISE";"";"0,32";"0,2";"0,08";"";"";"";"";"";"";"";"";"";"";"0,58";"";"0,34";"";"0,07";"";"";"";"";"0,385746";"";"39,727"
"11966";"1,265278";"45,830556";"45°49'50.002N 1°15'55.001E";"87085";"Boulevard de la Cité";"En face du bar-restaurant L'Instant Gourmand";"87000";"LIMOGES";"05/10/2007";"En extérieur";"FicheMesure11966.pdf";"Oui";"0,7";"Rue / Route / Parking";"AEXPERTISE";"";"";"0,22";"";"";"";"";"";"";"";"";"";"";"";"1,44";"";"";"";"0,3";"";"";"";"";"0,22";"";"68,571"
"11998";"0,621111";"45,950556";"45°57'2.002N 0°37'16.000E";"16205";"Chez Patri";"Chez M. Levèque et Mme Texier, dans le salon, devant la baie vitrée";"16500";"MANOT";"28/09/2007";"En intérieur";"FicheMesure11998.pdf";"Oui";"0";"Lieu d'habitation";"AEXPERTISE";"";"";"0,09";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,09";"";""
"11999";"0,621111";"45,950556";"45°57'2.002N 0°37'16.000E";"16205";"Chez Patri";"Chez M. Levèque et Mme Texier, devant l'entrée du garage, côté Sud Ouest";"16500";"MANOT";"28/09/2007";"En extérieur";"FicheMesure11999.pdf";"Oui";"0";"Rue / Route / Parking";"AEXPERTISE";"";"";"0,07";"";"";"";"";"";"";"";"";"";"";"";"0,12";"";"";"";"";"";"";"";"";"0,07";"";""
