"Numéro de mesure";"Longitude";"Latitude";"Position";"Insee";"Adresse";"Complément";"Code postal";"Commune";"Date de mesure";"Mesure réalisée";"Rapport";"Conformité de la mesure";"Niveau global";"Type d'environnement";"laboratoire";"DECT (Téléphone domestique)";"Radiodiffusion sonore (FM – RNT)";"Services HF";"PMR (Réseaux radio mobile professionnels)";"PMR - balises";"Radars - balises - FH";"Radar - BLR (Wimax)- FH";"TV";"Réseaux locaux radioélectriques ou Wifi";"TM 700 (Téléphonie Mobile en 700 MHz)_mesuré";"TM 700 (Téléphonie Mobile en 700 MHz)_extrapolé";"TM 800_mesuré";"TM 800_extrapolé";"TM 900_mesuré";"TM 900_extrapolé";"TM 1800_mesuré";"TM 1800_extrapolé";"TM 2100_mesuré";"TM 2100_extrapolé";"TM 2600_mesuré";"TM 2600_extrapolé";"TM 3600_mesuré";"TM 3600_extrapolé";"Cumul_CasB";"Cumul_CasB_TM";"Ratio_Ecart_CasA_CasB_%";"CV_services_CasB"
"19747";"1,369722";"47,583333";"47°34'59.999N 1°22'10.999E";"41295";"Avenue Charles de Gaulle";"au niveau de l'arrêt de bus Les Quatre Vents, côté sud";"41350";"VINEUIL";"26/01/2010";"En extérieur";"FicheMesure19747.pdf";"Oui";"0,6";"Rue / Route / Parking";"AEXPERTISE";"";"";"0,2";"";"";"";"";"";"";"";"";"";"";"";"0,69";"";"";"";"0,94";"";"";"";"";"1,183089";"1,166062";"-97,182";"0,50386"
"19829";"3,192222";"47,038056";"47°2'17.002N 3°11'31.999E";"58300";"Route du Foulon";"Lieu-dit Le Foulon, devant le n°64";"58130";"URZY";"03/02/2010";"En extérieur";"FicheMesure19829.pdf";"Oui";"0,42";"Rue / Route / Parking";"AEXPERTISE";"";"";"0,17";"";"";"";"";"";"";"";"";"";"";"";"0,08";"";"0,41";"";"";"";"";"";"";"0,450999";"0,417732";"-7,381";"0,633109"
"19833";"0,896111";"47,585";"47°35'6.000N 0°53'46.000E";"37063";"Rue du Petit Paris";"Devant le portail du n°50 de la rue du Petit Paris";"37110";"CHATEAU RENAULT";"08/02/2010";"En extérieur";"FicheMesure19833.pdf";"Oui";"0,29";"Rue / Route / Parking";"AEXPERTISE";"";"0,12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,12";"";"58,621";"0"
"19835";"0,904722";"47,584444";"47°35'3.998N 0°54'16.999E";"37063";"Rue du Douanier Rousseau";"Lotissement en construction, devant le lot n°5,";"37110";"CHATEAU RENAULT";"09/02/2010";"En extérieur";"FicheMesure19835.pdf";"Oui";"0,34";"Rue / Route / Parking";"AEXPERTISE";"";"0,25";"0,11";"";"";"";"";"";"";"";"";"";"";"";"0,3";"";"";"";"";"";"";"";"";"0,405709";"0,3";"-19,326";"0,365525"
"19836";"0,901667";"47,582222";"47°34'55.999N 0°54'6.001E";"37063";"Rue du Moulin d'Herbault";"Sur l'aire de chargement de la station d'épuration";"37110";"CHATEAU RENAULT";"09/02/2010";"En extérieur";"FicheMesure19836.pdf";"Oui";"0,29";"Rue / Route / Parking";"AEXPERTISE";"";"0,19";"0,16";"";"";"";"";"";"";"";"";"";"";"";"0,09";"";"";"";"";"";"";"";"";"0,264197";"0,09";"8,898";"0,285677"
"19878";"0,904167";"47,587222";"47°35'13.999N 0°54'15.001E";"37063";"Avenue du Maine";"devant le portillon de l'École maternelle André Malraux,à côté de la rivière";"37110";"CHATEAU RENAULT";"10/02/2010";"En extérieur";"FicheMesure19878.pdf";"Oui";"0,25";"Rue / Route / Parking";"AEXPERTISE";"";"0,11";"0,16";"";"";"";"";"";"";"";"";"";"";"";"0,08";"";"";"";"";"";"";"";"";"0,21";"0,08";"16";"0,282843"
"19879";"0,903889";"47,588056";"47°35'17.002N 0°54'14.000E";"37063";"Avenue du Maine";"Devant l'entrée du Restaurant Scolaire";"37110";"CHATEAU RENAULT";"10/02/2010";"En extérieur";"FicheMesure19879.pdf";"Oui";"0,17";"Rue / Route / Parking";"AEXPERTISE";"";"0,06";"0,16";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,17088";"";"-0,518";"0,454545"
"19880";"0,891944";"47,583056";"47°34'59.002N 0°53'30.998E";"37063";"La Boisnière";"Lieu-dit La Boisnière, Institut Médico-Educatif La Boisnière, devant le hangar Stockage matériel";"37110";"CHATEAU RENAULT";"09/02/2010";"En extérieur";"FicheMesure19880.pdf";"Oui";"0,22";"Rue / Route / Parking";"AEXPERTISE";"";"0,09";"0,12";"";"";"";"";"";"";"";"";"";"";"";"0,23";"";"";"";"";"";"";"";"";"0,274591";"0,23";"-24,814";"0,410352"
"19881";"0,899167";"47,584444";"47°35'3.998N 0°53'57.001E";"37063";"Rue de Launay";"Devant l'entrée des Jardins ouvriers";"37110";"CHATEAU RENAULT";"10/02/2010";"En extérieur";"FicheMesure19881.pdf";"Oui";"0,21";"Rue / Route / Parking";"AEXPERTISE";"";"0,09";"0,16";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,183576";"";"12,583";"0,28"
"19885";"0,915556";"47,598333";"47°35'53.999N 0°54'56.002E";"37063";"Rue de la Closerie";"Devant l'entrée du n°5";"37110";"CHATEAU RENAULT";"08/02/2010";"En extérieur";"FicheMesure19885.pdf";"Oui";"0,62";"Rue / Route / Parking";"AEXPERTISE";"";"";"0,14";"";"";"";"";"";"";"";"";"";"";"";"0,53";"";"0,58";"";"0,34";"";"";"";"";"0,867468";"0,856096";"-39,914";"0,436598"
"19886";"0,912778";"47,596389";"47°35'47.000N 0°54'46.001E";"37063";"Place du Général de Gaulle";"Au milieu de la place";"37110";"CHATEAU RENAULT";"08/02/2010";"En extérieur";"FicheMesure19886.pdf";"Oui";"0,67";"Rue / Route / Parking";"AEXPERTISE";"";"";"0,16";"";"";"";"";"";"";"";"";"";"";"";"1,12";"";"0,19";"";"0,13";"";"";"";"";"1,154556";"1,143416";"-72,322";"1,040583"
"19887";"3,359444";"46,565";"46°33'54.000N 3°21'33.998E";"03321";"Rue des Tuileries";"devant le n°15";"03400";"YZEURE";"09/02/2010";"En extérieur";"FicheMesure19887.pdf";"Oui";"0,42";"Rue / Route / Parking";"AEXPERTISE";"";"0,15";"0,18";"";"";"";"";"";"";"";"";"";"";"";"0,34";"";"0,06";"";"0,96";"";"";"";"";"1,046757";"1,020196";"-149,228";"0,958215"
"19896";"3,348889";"46,568611";"46°34'7.000N 3°20'56.000E";"03321";"Boulevard Jean Jaurès";"Sur le trottoir, en face du n°37";"03400";"YZEURE";"09/02/2010";"En extérieur";"FicheMesure19896.pdf";"Oui";"0,54";"Rue / Route / Parking";"AEXPERTISE";"";"";"0,15";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,56";"";"0,9";"";"";"";"";"1,070561";"1,06";"-98,252";"0,571361"
"19902";"-0,826944";"46,785";"46°47'6.000N 0°49'36.998W";"85182";"Rue de l'Aubretière";"Lieu-dit la Butte Froide, à l'angle nord-est du cimetière, au pied de l'emplacement du futur pylône";"85700";"POUZAUGES";"12/02/2010";"En extérieur";"FicheMesure19902.pdf";"Oui";"0";"Rue / Route / Parking";"AEXPERTISE";"";"";"0,07";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,09";"";"";"";"";"";"";"0,114018";"0,09";"";"0,125"
"19903";"-0,843889";"46,775278";"46°46'31.001N 0°50'38.000W";"85182";"Rue du Stade André Jacob";"Au pied de l'emplacement du futur pylône";"85700";"POUZAUGES";"12/02/2010";"En extérieur";"FicheMesure19903.pdf";"Oui";"0";"Rue / Route / Parking";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,11";"";"0,06";"";"";"";"";"";"";"0,1253";"0,1253";"";"0,294118"
"19928";"-0,538611";"47,480556";"47°28'50.002N 0°32'19.000W";"49007";"Rue de la Chalouère";"Au 4ème étage, chez M. et Mme RUAULT, sur le balcon de la chambre 1";"49100";"ANGERS";"18/02/2010";"En extérieur";"FicheMesure19928.pdf";"Oui";"0,81";"Divers";"AEXPERTISE";"0,1";"0,41";"";"";"";"";"0,07";"";"";"";"";"";"";"";"1,08";"";"0,97";"";"2";"";"";"";"";"2,508047";"2,471295";"-209,635";"0,872124"
"20070";"1,989444";"47,921667";"47°55'18.001N 1°59'21.998E";"45284";"Rue de Genouilly";"Sur le trottoir, entre le n°38 et le n°40 de la rue de Genouilly";"45800";"SAINT JEAN DE BRAYE";"01/03/2010";"En extérieur";"FicheMesure20070.pdf";"Oui";"0,9";"Rue / Route / Parking";"AEXPERTISE";"";"0,09";"0,23";"";"";"";"";"0,51";"";"";"";"";"";"";"0,99";"";"0,57";"";"0,73";"";"";"";"";"1,469354";"1,355692";"-63,262";"0,575104"
"20088";"2,029167";"47,900833";"47°54'2.999N 2°1'45.001E";"45089";"Rue de Grainloup";"Chemin du Bassin aux Maures, à 280 mètres au nord-ouest du pylône";"45430";"CHECY";"01/03/2010";"En extérieur";"FicheMesure20088.pdf";"Oui";"0,67";"Divers";"AEXPERTISE";"";"";"0,31";"";"";"";"0,06";"";"";"";"";"";"";"";"0,98";"";"";"";"0,21";"";"";"";"";"1,050809";"1,002247";"-56,837";"0,902732"
"20120";"-0,375556";"46,833611";"46°50'1.000N 0°22'32.002W";"79116";"La Catin";"Sur la terrasse de M. et Mme Point";"79350";"FAYE L ABBESSE";"04/03/2010";"En extérieur";"FicheMesure20120.pdf";"Oui";"0";"Rue / Route / Parking";"AEXPERTISE";"0,15";"0,06";"0,06";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,172337";"";"";"0,471405"
"20123";"-0,373611";"46,832222";"46°49'55.999N 0°22'25.000W";"79116";"Zone d'Activités Yprésis";"Au centre de la cour de M. Blanchard";"79350";"FAYE L ABBESSE";"04/03/2010";"En extérieur";"FicheMesure20123.pdf";"Oui";"0,13";"Rue / Route / Parking";"AEXPERTISE";"";"";"0,06";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,06";"";"53,846";"0"
"20127";"0,158611";"47,638333";"47°38'17.999N 0°9'31.000E";"72176";"Boulevard des Tourelles";"Société Néopost, Bâtiment 9, dans le magasin, sur l'allée centrale, au repère F-G";"72800";"LUDE";"04/03/2010";"En intérieur";"FicheMesure20127.pdf";"Oui";"0,28";"Lieu d'habitation";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,78";"";"";"";"";"";"";"";"";"0,78";"0,78";"-178,571";"0"
"20141";"0,346944";"47,307778";"47°18'28.001N 0°20'48.998E";"37232";"Impasse du Champ aux moines";"Devant le n°7 de l'impasse du Champ aux moines, sur l'allée menant au garage";"37130";"COTEAUX SUR LOIRE";"02/03/2010";"En extérieur";"FicheMesure20141.pdf";"Oui";"0,42";"Rue / Route / Parking";"AEXPERTISE";"";"";"0,07";"";"";"";"";"";"";"";"";"";"";"";"0,98";"";"";"";"0,32";"";"";"";"";"1,033296";"1,030922";"-146,023";"0,840589"
"20142";"0,348611";"47,307778";"47°18'28.001N 0°20'55.000E";"37232";"Route de Langeais";"Ecole publique, au centre de la cour de récréation";"37130";"COTEAUX SUR LOIRE";"02/03/2010";"En extérieur";"FicheMesure20142.pdf";"Oui";"0,38";"Rue / Route / Parking";"AEXPERTISE";"";"";"0,07";"";"";"";"";"";"";"";"";"";"";"";"0,59";"";"";"";"";"";"";"";"";"0,594138";"0,59";"-56,352";"0,787879"
"20185";"2,396389";"47,011389";"47°0'41.000N 2°23'47.000E";"18180";"La Chaume au Boire";"Derrière la maison de M. LECLERC, côté nord";"18340";"PLAIMPIED GIVAUDINS";"03/03/2010";"En extérieur";"FicheMesure20185.pdf";"Oui";"0,6";"Divers";"AEXPERTISE";"";"";"0,85";"";"";"";"";"";"";"";"";"";"";"";"0,1";"";"";"";"";"";"";"";"";"0,855862";"0,1";"-42,644";"0,789474"
"20210";"0,156944";"48,011944";"48°0'42.998N 0°9'24.998E";"72181";"Rue du Ribay";"Point de mesure réalisé à l'extérieur sur le parking du bâtiment maçonnerie du CFBTP de la Sarthe.";"72018";"MANS";"05/01/2010";"En extérieur";"FicheMesure20210.pdf";"Oui";"0,72";"Rue / Route / Parking";"EMITECH Rennes";"";"0,16";"0,06";"0,06";"";"";"";"";"";"";"";"";"";"";"0,16";"";"0,14";"";"0,09";"";"";"";"";"0,293428";"0,230868";"59,246";"0,388347"
"20225";"-0,169167";"46,782222";"46°46'55.999N 0°10'9.001W";"79268";"Avenue de Bel Air";"Sur le parking de l'école";"79600";"SAINT LOUP LAMAIRE";"10/03/2010";"En extérieur";"FicheMesure20225.pdf";"Oui";"0";"Rue / Route / Parking";"AEXPERTISE";"";"";"0,07";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,07";"";"";"0"
"20229";"-0,171944";"46,778611";"46°46'43.000N 0°10'18.998W";"79268";"Rue du Vallet";"Lieu-dit Bel Air, devant la future maison de retraite";"79600";"SAINT LOUP LAMAIRE";"10/03/2010";"En extérieur";"FicheMesure20229.pdf";"Oui";"0";"Rue / Route / Parking";"AEXPERTISE";"";"";"0,08";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,08";"";"";"0"
"20292";"1,842778";"47,931944";"47°55'54.998N 1°50'34.001E";"45169";"Rue de Muids";"mesures réalisées dans la maison de monsieur et madame Corniere";"45140";"INGRE";"03/03/2010";"En intérieur";"FicheMesure20292.pdf";"Oui";"1,35";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"0,82";"0,17";"";"";"";"";"";"";"";"";"";"";"";"0,28";"";"";"";"0,17";"";"";"";"";"0,899222";"0,327567";"33,391";"0,748197"
"20293";"1,834722";"47,920556";"47°55'14.002N 1°50'4.999E";"45169";"Avenue de la Coudraye";"mesures réalisées dans le collège Montabuzard";"45140";"INGRE";"03/03/2010";"En extérieur";"FicheMesure20293.pdf";"Oui";"0";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,17";"";"";"";"";"";"";"";"";"";"";"";"0,12";"";"0,08";"";"";"";"";"";"";"0,222935";"0,144222";"";"0,298523"
"20310";"0,225833";"47,965278";"47°57'55.001N 0°13'32.999E";"72181";"Rue de Guetteloup";"Terrasse du Centre Médico-Chirurgical du Mans - Pôle santé Sud";"72016";"MANS";"29/03/2010";"En extérieur";"FicheMesure20310.pdf";"Oui";"2,84";"Divers";"APAVE Parisienne - Paris 17";"";"";"0,09";"";"";"";"";"0,06";"";"";"";"";"";"";"0,1";"";"6,61";"";"3,87";"";"";"";"";"7,660986";"7,660222";"-169,753";"1,244518"
"20311";"0,225833";"47,965278";"47°57'55.001N 0°13'32.999E";"72181";"Rue de Guetteloup";"Centre Médico-Chirurgical du Mans - 3ème étage - plot B.";"72016";"MANS";"29/03/2010";"En intérieur";"FicheMesure20311.pdf";"Oui";"0,25";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"0,14";"";"0,07";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,2";"";"";"";"";"";"";"0,253969";"0,2";"-1,587";"0,388717"
"20312";"0,225";"47,965556";"47°57'56.002N 0°13'30.000E";"72181";"Rue de Guetteloup";"Centre Médico-Chirurgical du Mans - 1er étage - service dialyse.";"72016";"MANS";"29/03/2010";"En intérieur";"FicheMesure20312.pdf";"Oui";"0";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"0,11";"";"0,06";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,1253";"";"";"0,294118"
"20313";"0,225278";"47,965556";"47°57'56.002N 0°13'31.001E";"72181";"Rue de Guetteloup";"Centre Médico-Chirurgical du Mans - Rez de chaussée haut.";"72016";"MANS";"29/03/2010";"En intérieur";"FicheMesure20313.pdf";"Oui";"0,45";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"0,94";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,94";"";"-108,889";"0"
"20314";"0,223889";"47,965556";"47°57'56.002N 0°13'26.000E";"72181";"Rue de Guetteloup";"Centre Médico-Chirurgical du Mans - Parking.";"72016";"MANS";"29/03/2010";"En extérieur";"FicheMesure20314.pdf";"Oui";"0,97";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,08";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,89";"";"1,17";"";"";"";"";"2,224275";"2,222836";"-129,307";"0,710883"
"20482";"1,825833";"47,919722";"47°55'10.999N 1°49'32.999E";"45169";"Rue de Coûtes";"Sur le chemin longeant le Stade Sébastien Chevalier, à l'angle nord-est du Stade";"45140";"INGRE";"31/03/2010";"En extérieur";"FicheMesure20482.pdf";"Oui";"0,89";"Rue / Route / Parking";"AEXPERTISE";"";"";"0,29";"";"";"";"";"";"";"";"";"";"";"";"1,64";"";"";"";"0,23";"";"";"";"";"1,68125";"1,65605";"-88,904";"0,904166"
"20491";"1,905833";"47,899167";"47°53'57.001N 1°54'20.999E";"45234";"Place du Châtelet";"Parking du Châtelet, niveau 3, côté est, sur la place Handicapés";"45000";"ORLEANS";"29/03/2010";"En extérieur";"FicheMesure20491.pdf";"Oui";"1,38";"Rue / Route / Parking";"AEXPERTISE";"";"";"0,24";"";"";"";"";"";"";"";"";"";"";"";"1,91";"";"1,52";"";"1,04";"";"";"";"";"2,664151";"2,653319";"-93,054";"0,528944"
"20507";"0,266667";"47,889444";"47°53'21.998N 0°16'0.001E";"72350";"Rue du 8 Mai";"Ecole maternelle publique Croque Lune, dans la salle de la Garderie";"72220";"TELOCHE";"07/04/2010";"En intérieur";"FicheMesure20507.pdf";"Oui";"0,15";"Lieu d'habitation";"AEXPERTISE";"0,08";"";"0,08";"";"";"";"";"0,07";"";"";"";"";"";"";"0,1";"";"";"";"";"";"";"";"";"0,166433";"0,1";"-10,955";"0,132088"
"20508";"0,268333";"47,887778";"47°53'16.001N 0°16'5.999E";"72350";"Place du Docteur Allain";"Ecole élémentaire publique Au Fil du Rhonne, dans la classe 4";"72220";"TELOCHE";"07/04/2010";"En intérieur";"FicheMesure20508.pdf";"Oui";"0,72";"Lieu d'habitation";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,59";"";"";"";"";"";"";"";"";"1,59";"1,59";"-120,833";"0"
"20509";"0,267222";"47,888611";"47°53'19.000N 0°16'1.999E";"72350";"Rue du 8 Mai";"Restaurant scolaire Bouchée Double, dans la salle à manger des Primaire";"72220";"TELOCHE";"07/04/2010";"En intérieur";"FicheMesure20509.pdf";"Oui";"0,52";"Lieu d'habitation";"AEXPERTISE";"";"";"";"";"";"";"";"0,09";"";"";"";"";"";"";"1,02";"";"";"";"";"";"";"";"";"1,023963";"1,02";"-96,916";"0,837838"
"20511";"0,492222";"47,339167";"47°20'21.001N 0°29'31.999E";"37272";"La Tuilerie";"Devant le jardin de M. PERROTIN";"37510";"VILLANDRY";"08/04/2010";"En extérieur";"FicheMesure20511.pdf";"Oui";"0";"Divers";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20512";"0,502778";"47,341944";"47°20'30.998N 0°30'10.001E";"37272";"Les Petites Rivières";"Au sud-ouest du Centre équestre, à l'intersection des chemins";"37510";"VILLANDRY";"08/04/2010";"En extérieur";"FicheMesure20512.pdf";"Oui";"0";"Divers";"AEXPERTISE";"";"";"0,08";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,08";"";"";"0"
"20603";"1,321944";"47,620278";"47°37'13.001N 1°19'18.998E";"41276";"Rue du Château d'eau";"Devant le n°5, au niveau du portillon";"41000";"VILLEBAROU";"20/04/2010";"En extérieur";"FicheMesure20603.pdf";"Oui";"0,55";"Rue / Route / Parking";"AEXPERTISE";"";"";"0,17";"";"";"";"0,12";"";"";"";"";"";"";"";"0,78";"";"0,17";"";"0,31";"";"";"";"";"0,881306";"0,856388";"-60,237";"0,785138"
"20617";"-0,566111";"47,473056";"47°28'23.002N 0°33'58.000W";"49007";"Boulevard Gaston Dumesnil";"Au 9ème étage, chez M. et Mme REVEILLON, sur le balcon de la salle à manger";"49100";"ANGERS";"23/04/2010";"En intérieur";"FicheMesure20617.pdf";"Oui";"1,23";"Lieu d'habitation";"AEXPERTISE";"0,1";"0,18";"";"";"";"";"";"";"";"";"";"";"";"";"0,95";"";"1,69";"";"0,53";"";"";"";"";"2,020371";"2,009851";"-64,258";"0,845413"
"20625";"3,583611";"47,778611";"47°46'43.000N 3°35'1.000E";"89024";"Rue Auvergne";"Boulevard des Alpes - Devant la maison du 23 rue d'Auvergne";"89000";"AUXERRE";"25/02/2010";"En extérieur";"FicheMesure20625.pdf";"Oui";"0,7";"Rue / Route / Parking";"EMITECH Chassieu";"";"0,06";"0,19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2,46";"";"";"";"";"2,468056";"2,46";"-252,579";"1,219935"
"20633";"3,184444";"47,0175";"47°1'3.000N 3°11'3.998E";"58088";"Chemin de Petites Bruyères";"Devant la Maison de M. Boutillon";"58660";"COULANGES LES NEVERS";"20/04/2010";"En extérieur";"FicheMesure20633.pdf";"Oui";"0";"Rue / Route / Parking";"APAVE Sudeurope (CETE) Tassin la Demi-Lune";"";"";"0,11";"";"";"";"0,06";"";"";"";"";"";"";"";"0,18";"";"0,14";"";"";"";"";"";"";"0,260192";"0,228035";"";"0,35758"
"20637";"3,346111";"46,956667";"46°57'24.001N 3°20'46.000E";"58112";"Rue des Tilleuls";"Sortie du hameau en vue du pylône Nivertel";"58160";"FERMETE";"21/04/2010";"En extérieur";"FicheMesure20637.pdf";"Oui";"0";"Rue / Route / Parking";"APAVE Sudeurope (CETE) Tassin la Demi-Lune";"";"";"0,17";"";"";"";"0,11";"";"";"";"";"";"";"";"0,17";"";"";"";"";"";"";"";"";"0,264386";"0,17";"";"0,188562"
"20658";"0,205278";"48,012222";"48°0'43.999N 0°12'19.001E";"72181";"Rue des Maillets";"Sur la contre-allée, devant le magasin Ouvertures 72";"72000";"MANS";"23/04/2010";"En extérieur";"FicheMesure20658.pdf";"Oui";"0,48";"Rue / Route / Parking";"AEXPERTISE";"0,06";"";"0,1";"";"";"";"";"";"";"";"";"";"";"";"0,5";"";"0,66";"";"0,18";"";"";"";"";"0,855336";"0,847349";"-78,195";"0,791061"
"20664";"-0,919167";"47,037778";"47°2'16.001N 0°55'9.001W";"49099";"Rue de la Gâtine";"Entreprise SOREEL, magasin BES, 1er étage, au pied de l'antenne";"49300";"CHOLET";"28/04/2010";"En intérieur";"FicheMesure20664.pdf";"Oui";"3,22";"Lieu d'habitation";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4,35";"";"";"";"1,48";"";"";"";"";"4,594878";"4,594878";"-42,698";"0,492281"
"20691";"-0,986944";"47,709167";"47°42'33.001N 0°59'12.998W";"49248";"Rue de Montesquieu";"Devant le n°8 de la rue de Montesquieu";"49520";"OMBREE D ANJOU";"10/03/2010";"En extérieur";"FicheMesure20691.pdf";"Oui";"0,18";"Rue / Route / Parking";"AEXPERTISE";"";"";"0,07";"";"";"";"";"";"";"";"";"";"";"";"0,3";"";"";"";"";"";"";"";"";"0,308058";"0,3";"-71,144";"0,621622"
"20701";"1,310833";"47,593333";"47°35'35.999N 1°18'38.999E";"41018";"Rue Baptiste Marcet";"Devant l'entrée du n°1, sur le trottoir";"41000";"BLOIS";"10/05/2010";"En extérieur";"FicheMesure20701.pdf";"Oui";"0,45";"Rue / Route / Parking";"AEXPERTISE";"";"0,48";"0,31";"";"";"";"";"";"";"";"";"";"";"";"0,08";"";"0,08";"";"0,06";"";"";"";"";"0,585577";"0,128062";"-30,128";"0,825056"
"20707";"1,886944";"47,905";"47°54'18.000N 1°53'12.998E";"45234";"Rue des Carnutes";"Sur la terrasse de l'immeuble, côté sud";"45000";"ORLEANS";"10/05/2010";"En extérieur";"FicheMesure20707.pdf";"Oui";"0,88";"Divers";"AEXPERTISE";"";"0,08";"0,35";"";"";"";"";"";"";"";"";"";"";"";"0,68";"";"0,64";"";"0,49";"";"";"";"";"1,114002";"1,054562";"-26,591";"0,486464"
"20708";"1,886111";"47,903056";"47°54'11.002N 1°53'10.000E";"45234";"Rue de la Liberté";"Foyer René Thinat, étage 2H, dans l'appartement 44";"45000";"ORLEANS";"10/05/2010";"En intérieur";"FicheMesure20708.pdf";"Oui";"0,47";"Lieu d'habitation";"AEXPERTISE";"0,09";"";"0,15";"";"";"";"";"";"";"";"";"";"";"";"0,49";"";"0,16";"";"0,8";"";"";"";"";"0,967626";"0,951683";"-105,878";"0,799452"
"20754";"1,890833";"47,922222";"47°55'19.999N 1°53'26.999E";"45234";"Rue des Murlins";"Sur le palier entre le 4ème et le 5ème étage";"45000";"ORLEANS";"12/05/2010";"En intérieur";"FicheMesure20754.pdf";"Oui";"1,18";"Lieu d'habitation";"AEXPERTISE";"";"0,07";"0,2";"";"";"";"";"";"";"";"";"";"";"";"2,38";"";"0,87";"";"0,94";"";"";"";"";"2,711051";"2,702758";"-129,75";"0,920578"
"20783";"1,7125";"46,813889";"46°48'50.000N 1°42'45.000E";"36044";"Rue des Nations";"Sur le parking située devant le n°1 rue des Nations, au niveau de l'aire de jeux";"36000";"CHATEAUROUX";"17/05/2010";"En extérieur";"FicheMesure20783.pdf";"Oui";"0,85";"Rue / Route / Parking";"AEXPERTISE";"";"0,37";"0,4";"";"";"";"";"";"";"";"";"";"";"";"1,12";"";"";"";"0,37";"";"";"";"";"1,299308";"1,179534";"-52,86";"0,567546"
"20785";"1,711944";"46,813889";"46°48'50.000N 1°42'42.998E";"36044";"Rue des Nations";"Sur le palier situé entre le 4ème et le 5ème étage";"36000";"CHATEAUROUX";"17/05/2010";"En intérieur";"FicheMesure20785.pdf";"Oui";"0,87";"Lieu d'habitation";"AEXPERTISE";"";"0,57";"0,17";"";"";"";"";"";"";"";"";"";"";"";"1,16";"";"0,06";"";"0,24";"";"";"";"";"1,326876";"1,186086";"-52,514";"0,904877"
"20790";"1,063889";"47,336111";"47°20'10.000N 1°3'50.000E";"37070";"Rue de la Pinsonnière";"Chez M. BREDIF, sur le terrain situé devant la véranda";"37150";"CHENONCEAUX";"17/05/2010";"En extérieur";"FicheMesure20790.pdf";"Oui";"0";"Divers";"AEXPERTISE";"";"";"0,2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,2";"";"";"0"
"20820";"0,523611";"46,941667";"46°56'30.001N 0°31'25.000E";"86280";"Les Pièces de la Croix Rouge";"Stade Municipal, à l'angle sud-est du stade";"86230";"VELLECHES";"26/05/2010";"En extérieur";"FicheMesure20820.pdf";"Oui";"0,36";"Divers";"AEXPERTISE";"";"";"0,08";"";"";"";"";"";"";"";"";"";"";"";"0,66";"";"";"";"0,09";"";"";"";"";"0,670895";"0,666108";"-86,36";"0,979837"
"20821";"0,518333";"46,941389";"46°56'29.000N 0°31'5.999E";"86280";"La Gouarderie";"A l'angle sud-est du terrain de M. ROBIN";"86230";"VELLECHES";"26/05/2010";"En extérieur";"FicheMesure20821.pdf";"Oui";"0,57";"Divers";"AEXPERTISE";"";"";"0,1";"";"";"";"";"";"";"";"";"";"";"";"1,03";"";"";"";"0,27";"";"";"";"";"1,069486";"1,0648";"-87,629";"0,866438"
